entidad,fecha,pais,area,sector,tipo,rating_cp,rating_lp,perspectiva,estado
Consubond 183,2024-02-21,Argentina,Finanzas Estructuradas,Prestamos Personales,VDF B,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 184,2024-02-21,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 184,2024-02-21,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 185,2024-02-21,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 185,2024-08-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 186,2024-03-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 186,2024-08-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 187,2024-08-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 187,2024-08-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 188,2024-10-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 188,2024-10-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 189,2025-02-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 189,2025-02-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 190,2025-02-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 190,2025-02-14,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Asf(arg),Perspectiva Estable,Confirma
Consubond 191,2025-07-16,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 191,2025-10-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 192,2025-10-15,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 192,2025-12-18,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 193,2025-12-18,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 193,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 194,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 194,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 195,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 195,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 196,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 196,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 197,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 197,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 198,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Consubond 198,2026-03-10,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,A+sf(arg),Perspectiva Estable,Confirma
Consubond 199,2026-05-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma Preliminar
Consubond 199,2026-05-29,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,AAAsf(arg),Perspectiva Estable,Confirma Preliminar
Consubond 199,2026-05-29,Argentina,Finanzas Estructuradas,Prestamos Personales,CP,,BB+sf(arg),Perspectiva Estable,Confirma Preliminar
Consultatio Asset Management G.F.C.I.S.A.,2026-04-16,Argentina,Fondos,Fondos Cerrados,Consultatio Inmobiliario FCI Cerrado ...,,FI1(arg),Perspectiva Estable,Confirma
Consultatio S.A.,2026-05-04,Argentina,Finanzas Corporativas,Inmobiliario,Emisor,,AA(arg),Perspectiva Estable,Confirma
Consultatio S.A.,2026-05-04,Argentina,Finanzas Corporativas,Inmobiliario,Acciones Ordinarias,,1,N.C,Confirma
Cooperativa Chortitzer Ltda.,2026-02-19,Paraguay,Finanzas Corporativas,Empresas,Emisor,,AApy,Tendencia Estable,Confirma
Cooperativa de Crédito y Vivienda Unicred Limitada,2026-05-14,Argentina,Entidades Financieras,Entidades Financieras,Endeudamiento de Largo Plazo,A3(arg),BBB+(arg),Perspectiva Estable,Confirma
Cooperativa de Crédito y Vivienda Unicred Limitada,2026-05-14,Argentina,Entidades Financieras,Entidades Financieras,Valores Representativos de Deuda de ...,A3(arg),,N.C,Confirma
Cooperativa de Crédito y Vivienda Unicred Limitada,2026-05-14,Argentina,Entidades Financieras,Entidades Financieras,Valores Representativos de Deuda de ...,A3(arg),,N.C,Confirma
COPANU S.A.,2026-02-24,Paraguay,Finanzas Corporativas,Empresas,Emisor,,A-py,Tendencia Estable,Asigna
Corporación Nacional Financiera Administradora de Fondos de Inversión S.A. (CONAFIN AFISA),2025-12-12,Uruguay,Entidades Financieras,Fiduciario,Fiduciario,,2+FD(uy),Perspectiva Estable,Confirma
Crecer SGR,2026-05-14,Argentina,Sociedades De Garantía Recíproca (Sgr),Sociedades De Garantía Recíproca (Sgr),Calificación de largo plazo,A1(arg),A+(arg),Perspectiva Negativa,Confirma
Credicuotas Consumo S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Endeudamiento de Largo Plazo,A1(arg),A+(arg),Perspectiva Estable,Confirma
Credicuotas Consumo S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie XIII ...,A1(arg),,N.C,Confirma
Credicuotas Consumo S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie XV Po ...,A1(arg),,N.C,Confirma
Credicuotas Consumo S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie XVI P ...,A1(arg),,N.C,Confirma
Credicuotas Consumo S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie XVII ...,A1(arg),,N.C,Confirma
Credicuotas Consumo S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie XVIII ...,A1(arg),,N.C,Confirma
Credicuotas Consumo S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie XIX P ...,A1(arg),,N.C,Confirma
Credicuotas Consumo S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie XX Po ...,,A1(arg),N.C,Asigna
Credicuotas Consumo S.A.,2026-05-20,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Serie XXI P ...,,A1(arg),N.C,Asigna
Crédito Directo S.A.,2026-05-06,Argentina,Entidades Financieras,Entidades Financieras,Endeudamiento de Largo Plazo,A2(arg),BBB+(arg),Perspectiva Estable,Confirma
Crédito Directo S.A.,2026-05-06,Argentina,Entidades Financieras,Entidades Financieras,Obligaciones Negociables Clase XXX po ...,A2(arg),,N.C,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,Emisor,A1+(arg),AAA(arg),Perspectiva Estable,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,Acciones ordinarias,,1,N.C,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase XL por hasta USD 15 millones ...,,AAA(arg),Perspectiva Estable,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase XLIV por hasta USD 5 millone ...,,AAA(arg),Perspectiva Estable,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase XLV Por hasta USD 10 millone ...,,AAA(arg),Perspectiva Estable,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase XLVI por hasta USD 10 millon ...,,AAA(arg),Perspectiva Estable,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase XLVII por hasta USD 15 millo ...,,AAA(arg),Perspectiva Estable,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase XLVIII por hasta USD 15 mill ...,,AAA(arg),Perspectiva Estable,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase XLIX por hasta USD 15 millon ...,,AAA(arg),Perspectiva Estable,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase L Por hasta USD 15 millones ...,,AAA(arg),Perspectiva Estable,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase L Adicionales Por hasta USD ...,,AAA(arg),Perspectiva Estable,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase LI Por hasta USD 10 millones ...,A1+(arg),,N.C,Confirma
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase LII por hasta USD 10 millone ...,,AAA(arg),Perspectiva Estable,Asigna
Cresud S.A.C.I.F. y A.,2026-04-24,Argentina,Finanzas Corporativas,Inmobiliario,ON Clase LIII por hasta USD 10 millon ...,,AAA(arg),Perspectiva Estable,Asigna
Crown Point Energía S.A.,2026-05-08,Argentina,Finanzas Corporativas,Energia,Emisor,,BBB(arg),Perspectiva Estable,Confirma
Crown Point Energía S.A.,2026-05-08,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase VI Ga ...,,A-(arg),Perspectiva Estable,Confirma
Crown Point Energía S.A.,2026-05-08,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase VII P ...,,BBB(arg),Perspectiva Estable,Confirma
Crown Point Energía S.A.,2026-05-08,Argentina,Finanzas Corporativas,Energia,Obligaciones Negociables Clase IX Ga ...,,A-(arg),Perspectiva Estable,Confirma
CT Barragan S.A.,2026-05-05,Argentina,Finanzas Corporativas,Energia,Emisor,,AA+(arg),Perspectiva Estable,Asigna
Cuotas Cencosud L,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud L,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,BB-sf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LI,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos De Consumo,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LI,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos De Consumo,VDFB,,BB-sf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LII,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LII,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,BB-sf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LIII,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LIII,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,BB-sf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LIV,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LIV,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,B+sf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LV,2026-04-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LV,2026-04-07,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Bsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LVI,2026-05-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LVI,2026-05-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,BB-sf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud LVII,2026-05-18,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Preliminar
Cuotas Cencosud LVII,2026-05-18,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,BB-sf(arg),Perspectiva Estable,Preliminar
Cuotas Cencosud XL,2025-06-30,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XL,2025-09-17,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuotas Cencosud XLI,2025-06-30,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLI,2025-11-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuotas Cencosud XLII,2025-09-17,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLII,2025-11-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Bsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLIII,2025-11-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLIII,2025-11-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Bsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLIV,2025-11-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLIV,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Bsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLIX,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLIX,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,B+sf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLV,2025-11-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLV,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Bsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLVI,2025-11-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLVI,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Bsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLVII,2025-11-11,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLVII,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Bsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLVIII,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XLVIII,2026-03-20,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,Bsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XXIX,2023-10-06,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XXIX,2023-12-22,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuotas Cencosud XXXII,2024-07-12,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XXXII,2024-09-25,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuotas Cencosud XXXIII,2024-09-25,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XXXIII,2024-12-27,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuotas Cencosud XXXIV,2024-09-25,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XXXIV,2024-12-27,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuotas Cencosud XXXIX,2025-03-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XXXIX,2025-06-30,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuotas Cencosud XXXV,2024-09-25,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XXXV,2025-03-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuotas Cencosud XXXVI,2024-12-27,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XXXVI,2025-03-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuotas Cencosud XXXVII,2025-03-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XXXVII,2025-03-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuotas Cencosud XXXVIII,2025-03-05,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Cuotas Cencosud XXXVIII,2025-06-30,Argentina,Finanzas Estructuradas,Prestamos Personales,VDFB,,CCsf(arg),N.C,Confirma
Cuyo Aval SGR,2026-05-06,Argentina,Sociedades De Garantía Recíproca (Sgr),Sociedades De Garantía Recíproca (Sgr),Calificación de corto plazo,A2(arg),A-(arg),Perspectiva Estable,Confirma
Decréditos XIX,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Prendarios,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Decréditos XVIII,2023-11-24,Argentina,Finanzas Estructuradas,Prestamos Prendarios,VDFA,,AAAsf(arg),Perspectiva Estable,Confirma
Decréditos XVIII,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Prendarios,VDFB,,A-sf(arg),Perspectiva Estable,Confirma
Decréditos XVIII,2024-02-29,Argentina,Finanzas Estructuradas,Prestamos Prendarios,VDFC,,CCsf(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-09,Argentina,Fondos,Fondos Abiertos,Delta Renta Dólares,,AA-f(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-09,Argentina,Fondos,Fondos Abiertos,Delta Federal I,,A-f(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-09,Argentina,Fondos,Fondos Abiertos,Delta Gestión VI,,A+c(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-09,Argentina,Fondos,Fondos Abiertos,Delta Acciones,,AAc(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-09,Argentina,Fondos,Fondos Abiertos,Delta Multimercado I,,AA-c(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-09,Argentina,Fondos,Fondos Abiertos,Delta Renta Dólares Plus,,AAf(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-09,Argentina,Fondos,Fondos Abiertos,Delta Patrimonio I,,AAf(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-20,Argentina,Fondos,Fondos Abiertos,Delta Recursos Naturales,,A+c(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-20,Argentina,Fondos,Fondos Abiertos,Delta Select,,AAc(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-27,Argentina,Fondos,Fondos Abiertos,Delta Moneda,,Af(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-27,Argentina,Fondos,Fondos Abiertos,Delta Gestión I,,Af(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-27,Argentina,Fondos,Fondos Abiertos,Delta Renta,,A-f(arg),N.C,Confirma
Delta Asset Management S.A.,2026-01-27,Argentina,Fondos,Fondos Abiertos,Delta Gestión IX,,A+f(arg),N.C,Confirma
Delta Asset Management S.A.,2026-02-11,Argentina,Fondos,Fondos Abiertos,Delta Crecimiento FCI Abierto para el ...,,Af(arg),N.C,Confirma
Delta Asset Management S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Delta Pesos,,AAAf(arg),N.C,Confirma
Delta Asset Management S.A.,2026-03-11,Argentina,Fondos,Fondos Abiertos,Delta Dólares,,AAAf(arg),N.C,Confirma
Delta Asset Management S.A.,2026-04-07,Argentina,Fondos,Fondos Abiertos,Delta Gestión XIII,,AAf(arg),N.C,Asigna
Delta Asset Management S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Delta Retorno Real,,AA+f(arg),N.C,Sube
Delta Asset Management S.A.,2026-05-14,Argentina,Fondos,Fondos Abiertos,Delta Performance,,AAAf(arg),N.C,Sube
Delta Asset Management S.A.,2026-05-20,Argentina,Fondos,Fondos Abiertos,Delta Empresas Argentinas FCI Abierto ...,,Af(arg),N.C,Confirma
Delta Asset Management S.A.,2026-05-27,Argentina,Fondos,Fondos Abiertos,Delta Ahorro,,AAf(arg),N.C,Confirma
Delta Asset Management S.A.,2026-05-27,Argentina,Fondos,Fondos Abiertos,Delta Ahorro Plus,,AAf(arg),N.C,Sube
Diesel Lange Serie II,2024-12-16,Argentina,Finanzas Estructuradas,Prestamos Personales,VRD A,,AAAsf(arg),Perspectiva Estable,Confirma
Diesel Lange Serie II,2025-02-28,Argentina,Finanzas Estructuradas,Prestamos Personales,VRD B,,Asf(arg),Perspectiva Estable,Confirma
Disal S.A.,2026-03-10,Argentina,Finanzas Corporativas,Consumo Masivo,Emisor,,A(arg),Perspectiva Estable,Confirma
